,row_number,Date,Date_Normalized,RelDiff_Ozone,Ozone,RelDiff_Ozone_ConstantTrend_residue,RelDiff_Ozone_ConstantTrend_residue_zeroCycle,RelDiff_Ozone_ConstantTrend_residue_zeroCycle_residue,RelDiff_Ozone_ConstantTrend_residue_bestCycle_byL2,RelDiff_Ozone_ConstantTrend_residue_bestCycle_byL2_residue,RelDiff_Ozone_ConstantTrend_residue_Seasonal_MonthOfYear,RelDiff_Ozone_ConstantTrend_residue_Seasonal_MonthOfYear_residue,RelDiff_Ozone_Lag1Trend_residue,RelDiff_Ozone_Lag1Trend_residue_zeroCycle,RelDiff_Ozone_Lag1Trend_residue_zeroCycle_residue,RelDiff_Ozone_Lag1Trend_residue_bestCycle_byL2,RelDiff_Ozone_Lag1Trend_residue_bestCycle_byL2_residue,RelDiff_Ozone_Lag1Trend_residue_Seasonal_MonthOfYear,RelDiff_Ozone_Lag1Trend_residue_Seasonal_MonthOfYear_residue,RelDiff_Ozone_LinearTrend_residue,RelDiff_Ozone_LinearTrend_residue_zeroCycle,RelDiff_Ozone_LinearTrend_residue_zeroCycle_residue,RelDiff_Ozone_LinearTrend_residue_bestCycle_byL2,RelDiff_Ozone_LinearTrend_residue_bestCycle_byL2_residue,RelDiff_Ozone_LinearTrend_residue_Seasonal_MonthOfYear,RelDiff_Ozone_LinearTrend_residue_Seasonal_MonthOfYear_residue,RelDiff_Ozone_PolyTrend_residue,RelDiff_Ozone_PolyTrend_residue_zeroCycle,RelDiff_Ozone_PolyTrend_residue_zeroCycle_residue,RelDiff_Ozone_PolyTrend_residue_bestCycle_byL2,RelDiff_Ozone_PolyTrend_residue_bestCycle_byL2_residue,RelDiff_Ozone_PolyTrend_residue_Seasonal_MonthOfYear,RelDiff_Ozone_PolyTrend_residue_Seasonal_MonthOfYear_residue,Exog2,Exog3,Exog4=E,Exog4=F,Exog4=C,Exog4=D,Exog4=B,Exog5=K,Exog5=L,Exog5=M,Exog5=N
38,38,1958-03-01,0.23427991886409735,-0.06382978723404253,2.5,-0.07108594891553255,0.0,-0.07108594891553255,0.06754400305251901,-0.13862995196805156,0.06754400305251901,-0.13862995196805156,-0.0038297872340425296,0.0,-0.0038297872340425296,-0.014100352048790484,0.010270564814747954,0.043778416708180605,-0.047608203942223135,-0.07175684859994595,0.0,-0.07175684859994595,0.06752795046784694,-0.1392847990677929,0.06752795046784694,-0.1392847990677929,-0.07112740639063281,0.0,-0.07112740639063281,0.06734994977255175,-0.13847735616318457,0.06734994977255175,-0.13847735616318457,0.25277438351922854,0.24564751669071144,1,0,0,0,0,1,0,0,0
39,39,1958-04-01,0.24056795131845843,0.17045454545454544,4.0,0.16319838377305543,0.0,0.16319838377305543,0.05609541716186204,0.1071029666111934,0.05609541716186204,0.1071029666111934,0.23428433268858798,0.0,0.23428433268858798,0.0008562918634286236,0.23342804082515936,-0.011448585890656988,0.24573291857924495,0.16254336227408744,0.0,0.16254336227408744,0.05609524276263538,0.10644811951145206,0.05609524276263538,0.10644811951145206,0.16329363680267497,0.0,0.16329363680267497,0.055890090000889674,0.1074035468017853,0.055890090000889674,0.1074035468017853,0.25277438351922854,0.24564751669071144,1,0,0,0,0,0,1,0,0
40,40,1958-05-01,0.24665314401622718,0.009708737864077652,4.1,0.002452576182587641,0.0,0.002452576182587641,0.010035803389079456,-0.007583227206491815,0.010035803389079456,-0.007583227206491815,-0.1607458075904678,0.0,-0.1607458075904678,-0.0028182933128058857,-0.1579275142776619,-0.04605961377278256,-0.11468619381768524,0.0018129206695345935,0.0,0.0018129206695345935,0.010050994975767743,-0.00823807430623315,0.010050994975767743,-0.00823807430623315,0.002678233849595449,0.0,0.002678233849595449,0.009816349395558666,-0.007138115545963217,0.009816349395558666,-0.007138115545963217,0.25277438351922854,0.24564751669071144,1,0,0,0,0,1,0,0,0
41,41,1958-06-01,0.2529411764705882,0.048076923076923066,4.6,0.04082076139543306,0.0,0.04082076139543306,0.07584992933910008,-0.03502916794366702,0.07584992933910008,-0.03502916794366702,0.038368185212845414,0.0,0.038368185212845414,-0.020460997427317794,0.05882918264016321,0.06581412595002063,-0.02744594073717522,0.04019698406782544,0.0,0.04019698406782544,0.07588099911123379,-0.03568401504340835,0.07588099911123379,-0.03568401504340835,0.04117917873829645,0.0,0.04117917873829645,0.07561252103595725,-0.034433342297660804,0.07561252103595725,-0.034433342297660804,0.25277438351922854,0.24564751669071144,0,1,0,0,0,1,0,0,0
42,42,1958-07-01,0.259026369168357,-0.018348623853210937,4.4,-0.025604785534700948,0.0,-0.025604785534700948,0.0459636826257663,-0.07156846816046725,0.0459636826257663,-0.07156846816046725,-0.066425546930134,0.0,-0.066425546930134,0.0404510200973577,-0.10687656702749171,-0.029886246713333786,-0.03653930021680021,-0.026213196876393632,0.0,-0.026213196876393632,0.046010118383814955,-0.07222331526020859,0.046010118383814955,-0.07222331526020859,-0.025119849954208618,0.0,-0.025119849954208618,0.0457056195421679,-0.07082546949637651,0.0457056195421679,-0.07082546949637651,0.25277438351922854,0.8914627621840334,1,0,0,0,0,1,0,0,0
43,43,1958-08-01,0.2653144016227181,-0.01869158878504677,4.2,-0.02594775046653678,0.0,-0.02594775046653678,-0.010896649277893421,-0.015051101188643359,-0.010896649277893421,-0.015051101188643359,-0.0003429649318358319,0.0,-0.0003429649318358319,-0.014100352048790484,0.013757387116954652,-0.04996515509212999,0.049622190160294156,-0.026540283622784037,0.0,-0.026540283622784037,-0.010927890548642943,-0.015612393074141095,-0.010927890548642943,-0.015612393074141095,-0.025334136274160576,0.0,-0.025334136274160576,-0.010565345129487239,-0.014768791144673337,-0.010565345129487239,-0.014768791144673337,0.8965591415447639,0.24564751669071144,1,0,0,0,0,0,0,1,0
44,44,1958-09-01,0.2716024340770791,0.08571428571428572,5.1,0.0784581240327957,0.0,0.0784581240327957,0.003336386023311113,0.07512173800948459,0.003336386023311113,0.07512173800948459,0.10440587449933249,0.0,0.10440587449933249,0.0008562918634286236,0.10354958263590386,0.014233035301204537,0.09017283919812795,0.07788146906199388,0.0,0.07788146906199388,0.003321022938007029,0.07456044612398685,0.003321022938007029,0.07456044612398685,0.0791982929436847,0.0,0.0791982929436847,0.003664872223649497,0.0755334207200352,0.003664872223649497,0.0755334207200352,0.25277438351922854,0.24564751669071144,1,0,0,0,0,0,0,1,0
45,45,1958-10-01,0.2776876267748479,-0.04385964912280704,4.6,-0.05111581080429706,0.0,-0.05111581080429706,-0.031628582947411395,-0.019487227856885662,-0.031628582947411395,-0.019487227856885662,-0.12957393483709276,0.0,-0.12957393483709276,-0.0028182933128058857,-0.12675564152428687,-0.03496496897072251,-0.09460896586637024,-0.05167709978918395,0.0,-0.05167709978918395,-0.03162858004680055,-0.0200485197423834,-0.03162858004680055,-0.0200485197423834,-0.05025522349522154,0.0,-0.05025522349522154,-0.0313060097843529,-0.01894921371086864,-0.0313060097843529,-0.01894921371086864,0.25277438351922854,0.24564751669071144,0,0,1,0,0,1,0,0,0
46,46,1958-11-01,0.2839756592292089,-0.018348623853210937,4.4,-0.025604785534700948,0.0,-0.025604785534700948,-0.11923454084226534,0.0936297553075644,-0.11923454084226534,0.0936297553075644,0.025511025269596106,0.0,0.025511025269596106,-0.020460997427317794,0.0459720226969139,-0.08760595789485395,0.11311698316445006,-0.026150196334142416,0.0,-0.026150196334142416,-0.11921865975620906,0.09306846342206665,-0.11921865975620906,0.09306846342206665,-0.024621920991246448,0.0,-0.024621920991246448,-0.11892140274487781,0.09429948175363136,-0.11892140274487781,0.09429948175363136,0.25277438351922854,-1.0459829742959326,0,0,1,0,0,0,1,0,0
47,47,1958-12-01,0.29006085192697767,-0.037383177570093504,4.0,-0.04463933925158352,0.0,-0.04463933925158352,-0.09336251326456961,0.04872317401298609,-0.09336251326456961,0.04872317401298609,-0.019034553716882566,0.0,-0.019034553716882566,0.0404510200973577,-0.05948557381424027,0.025872027577695723,-0.04490658129457829,-0.04516938406511005,0.0,-0.04516938406511005,-0.0933312661925984,0.048161882127488356,-0.0933312661925984,0.048161882127488356,-0.043540258827704646,0.0,-0.043540258827704646,-0.09306175488364608,0.04952149605594144,-0.09306175488364608,0.04952149605594144,-1.034795132531842,-1.0459829742959326,1,0,0,0,0,1,0,0,0
48,48,1959-01-01,0.2963488843813387,-0.10679611650485438,2.9,-0.11405227818634439,0.0,-0.11405227818634439,-0.045453228768752976,-0.06859904941759142,-0.045453228768752976,-0.06859904941759142,-0.06941293893476087,0.0,-0.06941293893476087,-0.014100352048790484,-0.05531258688597039,0.04175883081131097,-0.11117176974607185,-0.11456644481442549,0.0,-0.11456644481442549,-0.04549964746844742,-0.06906679734597806,-0.04549964746844742,-0.06906679734597806,-0.11283532824732784,0.0,-0.11283532824732784,-0.04563474448641186,-0.06720058376091598,-0.04563474448641186,-0.06720058376091598,-1.034795132531842,0.24564751669071144,0,1,0,0,0,0,0,0,1
49,49,1959-02-01,0.3026369168356998,-0.054347826086956534,2.4,-0.06160398776844654,0.0,-0.06160398776844654,0.023765586344338414,-0.08536957411278495,0.023765586344338414,-0.08536957411278495,0.05244829041789784,0.0,0.05244829041789784,0.0008562918634286236,0.05159199855446922,0.06921881511309139,-0.016770524695193544,-0.06210227621108222,0.0,-0.06210227621108222,0.023735045830089403,-0.08583732204117162,0.023735045830089403,-0.08583732204117162,-0.06027145821280038,0.0,-0.06027145821280038,0.023579166463807227,-0.08385062467660762,0.023579166463807227,-0.08385062467660762,0.25277438351922854,0.8914627621840334,1,0,0,0,0,0,0,0,1
50,50,1959-03-01,0.30831643002028397,0.26436781609195414,4.7,0.25711165441046413,0.0,0.25711165441046413,0.06754400305251901,0.18956765135794512,0.06754400305251901,0.18956765135794512,0.3187156421789107,0.0,0.3187156421789107,-0.0028182933128058857,0.32153393549171655,0.043778416708180605,0.2749372254707301,0.2566277075546824,0.0,0.2566277075546824,0.06752795046784694,0.18909975708683546,0.06752795046784694,0.18909975708683546,0.2585465822644918,0.0,0.2585465822644918,0.06734994977255175,0.19119663249194002,0.06734994977255175,0.19119663249194002,0.8965591415447639,0.24564751669071144,0,0,0,0,0,0,0,1,0
51,51,1959-04-01,0.314604462474645,0.03636363636363633,5.1,0.029107474682146316,0.0,0.029107474682146316,0.05609541716186204,-0.026987942479715723,0.05609541716186204,-0.026987942479715723,-0.22800417972831782,0.0,-0.22800417972831782,-0.020460997427317794,-0.20754318230100002,-0.011448585890656988,-0.21655559383766085,0.028639406011810007,0.0,0.028639406011810007,0.05609524276263538,-0.027455836750825375,0.05609524276263538,-0.027455836750825375,0.030653531033792182,0.0,0.030653531033792182,0.055890090000889674,-0.02523655896709749,0.055890090000889674,-0.02523655896709749,0.25277438351922854,2.1830932531706773,0,0,0,0,0,0,1,0,0
52,52,1959-05-01,0.32068965517241377,-0.09649122807017543,4.0,-0.10374738975166545,0.0,-0.10374738975166545,0.010035803389079456,-0.1137831931407449,0.010035803389079456,-0.1137831931407449,-0.13285486443381175,0.0,-0.13285486443381175,0.0404510200973577,-0.17330588453116946,-0.04605961377278256,-0.0867952506610292,-0.10420009243608683,0.0,-0.10420009243608683,0.010050994975767743,-0.11425108741185457,0.010050994975767743,-0.11425108741185457,-0.10209606261255698,0.0,-0.10209606261255698,0.009816349395558666,-0.11191241200811565,0.009816349395558666,-0.11191241200811565,2.1841286575958345,2.1830932531706773,0,0,0,0,0,0,1,0,0
53,53,1959-06-01,0.32697768762677487,0.3398058252427185,7.5,0.3325496635612285,0.0,0.3325496635612285,0.07584992933910008,0.25669973422212844,0.07584992933910008,0.25669973422212844,0.4362970533128939,0.0,0.4362970533128939,-0.014100352048790484,0.45039740536168443,0.06581412595002063,0.3704829273628733,0.3321128390622526,0.0,0.3321128390622526,0.07588099911123379,0.2562318399510188,0.07588099911123379,0.2562318399510188,0.3343073890934478,0.0,0.3343073890934478,0.07561252103595725,0.25869486805749053,0.07561252103595725,0.25869486805749053,2.1841286575958345,1.5372780076773553,0,1,0,0,0,1,0,0,0
54,54,1959-07-01,0.3330628803245436,0.014492753623188439,7.7,0.007236591941698428,0.0,0.007236591941698428,0.0459636826257663,-0.03872709068406787,0.0459636826257663,-0.03872709068406787,-0.3253130716195301,0.0,-0.3253130716195301,0.0008562918634286236,-0.3261693634829587,-0.029886246713333786,-0.2954268249061963,0.00681513342863741,0.0,0.00681513342863741,0.046010118383814955,-0.03919498495517754,0.046010118383814955,-0.03919498495517754,0.009094947723901825,0.0,0.009094947723901825,0.0457056195421679,-0.03661067181826607,0.0457056195421679,-0.03661067181826607,1.5403438995702992,0.8914627621840334,0,1,0,0,0,0,0,1,0
55,55,1959-08-01,0.33935091277890467,-0.10000000000000005,6.3,-0.10725616168149006,0.0,-0.10725616168149006,-0.010896649277893421,-0.09635951240359664,-0.010896649277893421,-0.09635951240359664,-0.11449275362318849,0.0,-0.11449275362318849,-0.0028182933128058857,-0.1116744603103826,-0.04996515509212999,-0.0645275985310585,-0.10766174200910565,0.0,-0.10766174200910565,-0.010927890548642943,-0.0967338514604627,-0.010927890548642943,-0.0967338514604627,-0.10529626784579067,0.0,-0.10529626784579067,-0.010565345129487239,-0.09473092271630343,-0.010565345129487239,-0.09473092271630343,0.8965591415447639,0.8914627621840334,1,0,0,0,0,0,1,0,0
56,56,1959-09-01,0.3456389452332657,-0.0793650793650794,5.3,-0.08662124104656942,0.0,-0.08662124104656942,0.003336386023311113,-0.08995762706988053,0.003336386023311113,-0.08995762706988053,0.020634920634920645,0.0,0.020634920634920645,-0.020460997427317794,0.04109591806223844,0.014233035301204537,0.006401885333716108,-0.08701094318873957,0.0,-0.08701094318873957,0.003321022938007029,-0.0903319661267466,0.003321022938007029,-0.0903319661267466,-0.08456232907607196,0.0,-0.08456232907607196,0.003664872223649497,-0.08822720129972146,0.003664872223649497,-0.08822720129972146,0.8965591415447639,0.24564751669071144,0,0,1,0,0,0,0,1,0
57,57,1959-10-01,0.35172413793103446,0.03448275862068973,5.7,0.02722659693919972,0.0,0.02722659693919972,-0.031628582947411395,0.05885517988661111,-0.031628582947411395,0.05885517988661111,0.11384783798576914,0.0,0.11384783798576914,0.0404510200973577,0.07339681788841143,-0.03496496897072251,0.14881280695649166,0.026852260782944493,0.0,0.026852260782944493,-0.03162858004680055,0.05848084082974504,-0.03162858004680055,0.05848084082974504,0.0293789019322034,0.0,0.0293789019322034,-0.0313060097843529,0.060684911716556295,-0.0313060097843529,0.060684911716556295,0.25277438351922854,-1.0459829742959326,0,0,0,0,1,0,0,0,1
58,58,1959-11-01,0.3580121703853955,-0.07500000000000007,4.8,-0.08225616168149008,0.0,-0.08225616168149008,-0.11923454084226534,0.03697837916077526,-0.11923454084226534,0.03697837916077526,-0.10948275862068979,0.0,-0.10948275862068979,-0.014100352048790484,-0.09538240657189931,-0.08760595789485395,-0.021876800725835838,-0.08261461965229988,0.0,-0.08261461965229988,-0.11921865975620906,0.03660404010390918,-0.11921865975620906,0.03660404010390918,-0.08000989531346528,0.0,-0.08000989531346528,-0.11892140274487781,0.03891150743141253,-0.11892140274487781,0.03891150743141253,-1.034795132531842,-1.6917982197892545,0,0,1,0,0,1,0,0,0
59,59,1959-12-01,0.3640973630831643,-0.18918918918918914,2.7,-0.19644535087067916,0.0,-0.19644535087067916,-0.09336251326456961,-0.10308283760610955,-0.09336251326456961,-0.10308283760610955,-0.11418918918918908,0.0,-0.11418918918918908,0.0008562918634286236,-0.1150454810526177,0.025872027577695723,-0.1400612167668848,-0.196788442855574,0.0,-0.196788442855574,-0.0933312661925984,-0.1034571766629756,-0.0933312661925984,-0.1034571766629756,-0.19411064813562942,0.0,-0.19411064813562942,-0.09306175488364608,-0.10104889325198334,-0.09306175488364608,-0.10104889325198334,-1.6785798905573774,-1.0459829742959326,0,0,0,1,0,1,0,0,0
60,60,1960-01-01,0.37038539553752536,-0.11111111111111113,1.7,-0.11836727279260115,0.0,-0.11836727279260115,-0.045453228768752976,-0.07291404402384817,-0.045453228768752976,-0.07291404402384817,0.07807807807807801,0.0,0.07807807807807801,-0.0028182933128058857,0.0808963713908839,0.04175883081131097,0.036319247266767045,-0.11869448659205058,0.0,-0.11869448659205058,-0.04549964746844742,-0.07319483912360317,-0.04549964746844742,-0.07319483912360317,-0.11594379567741472,0.0,-0.11594379567741472,-0.04563474448641186,-0.07030905119100286,-0.04563474448641186,-0.07030905119100286,-1.034795132531842,-0.40016772880261053,1,0,0,0,0,0,1,0,0
61,61,1960-02-01,0.3766734279918864,0.037500000000000006,2.0,0.030243838318509995,0.0,0.030243838318509995,0.023765586344338414,0.006478251974171581,0.023765586344338414,0.006478251974171581,0.14861111111111114,0.0,0.14861111111111114,-0.020460997427317794,0.16907210853842894,0.06921881511309139,0.07939229599801975,0.029932502704505988,0.0,0.029932502704505988,0.023735045830089403,0.006197456874416585,0.023735045830089403,0.006197456874416585,0.03275340388999819,0.0,0.03275340388999819,0.023579166463807227,0.00917423742619096,0.023579166463807227,0.00917423742619096,-0.39101037450630677,0.24564751669071144,1,0,0,0,0,0,1,0,0
62,62,1960-03-01,0.38255578093306286,0.16867469879518077,3.4,0.16141853711369075,0.0,0.16141853711369075,0.06754400305251901,0.09387453406117174,0.06754400305251901,0.09387453406117174,0.13117469879518076,0.0,0.13117469879518076,0.0404510200973577,0.09072367869782305,0.043778416708180605,0.08739628208700015,0.16112205528607118,0.0,0.16112205528607118,0.06752795046784694,0.09359410481822424,0.06752795046784694,0.09359410481822424,0.16400617566676615,0.0,0.16400617566676615,0.06734994977255175,0.0966562258942144,0.06734994977255175,0.0966562258942144,0.25277438351922854,0.24564751669071144,0,1,0,0,0,0,1,0,0
63,63,1960-04-01,0.3888438133874239,0.061855670103092744,4.0,0.05459950842160273,0.0,0.05459950842160273,0.05609541716186204,-0.0014959087402593094,0.05609541716186204,-0.0014959087402593094,-0.10681902869208802,0.0,-0.10681902869208802,-0.014100352048790484,-0.09271867664329754,-0.011448585890656988,-0.09537044280143103,0.05431890477942859,0.0,0.05431890477942859,0.05609524276263538,-0.0017763379832067897,0.05609524276263538,-0.0017763379832067897,0.0572679413186399,0.0,0.0572679413186399,0.055890090000889674,0.0013778513177502283,0.055890090000889674,0.0013778513177502283,0.25277438351922854,0.8914627621840334,0,1,0,0,0,0,1,0,0
64,64,1960-05-01,0.3949290060851927,0.029126213592232997,4.3,0.021870051910742986,0.0,0.021870051910742986,0.010035803389079456,0.01183424852166353,0.010035803389079456,0.01183424852166353,-0.03272945651085975,0.0,-0.03272945651085975,0.0008562918634286236,-0.03358574837428837,-0.04605961377278256,0.013330157261922812,0.021604814254483774,0.0,0.021604814254483774,0.010050994975767743,0.011553819278716031,0.010050994975767743,0.011553819278716031,0.024614021860747095,0.0,0.024614021860747095,0.009816349395558666,0.014797672465188429,0.009816349395558666,0.014797672465188429,0.8965591415447639,0.8914627621840334,0,1,0,0,0,0,0,0,1
65,65,1960-06-01,0.40121703853955376,0.06603773584905663,5.0,0.058781574167566616,0.0,0.058781574167566616,0.07584992933910008,-0.01706835517153346,0.07584992933910008,-0.01706835517153346,0.036911522256823634,0.0,0.036911522256823634,-0.0028182933128058857,0.03972981556962952,0.06581412595002063,-0.028902603693197,0.058532214696752835,0.0,0.058532214696752835,0.07588099911123379,-0.017348784414480956,0.07588099911123379,-0.017348784414480956,0.06160082694638026,0.0,0.06160082694638026,0.07561252103595725,-0.01401169408957699,0.07561252103595725,-0.01401169408957699,0.8965591415447639,0.8914627621840334,0,1,0,0,0,0,0,1,0
66,66,1960-07-01,0.4073022312373225,0.044247787610619455,5.5,0.03699162592912944,0.0,0.03699162592912944,0.0459636826257663,-0.008972056696636858,0.0459636826257663,-0.008972056696636858,-0.021789948238437176,0.0,-0.021789948238437176,-0.020460997427317794,-0.0013289508111193823,-0.029886246713333786,0.00809629847489661,0.036757632444230595,0.0,0.036757632444230595,0.046010118383814955,-0.00925248593958436,0.046010118383814955,-0.00925248593958436,0.03988101901958164,0.0,0.03988101901958164,0.0457056195421679,-0.005824600522586258,0.0457056195421679,-0.005824600522586258,0.8965591415447639,0.8914627621840334,0,0,0,1,0,0,0,1,0
67,67,1960-08-01,0.41359026369168356,-0.042372881355932195,5.0,-0.0496290430374222,0.0,-0.0496290430374222,-0.010896649277893421,-0.03873239375952878,-0.010896649277893421,-0.03873239375952878,-0.08662066896655166,0.0,-0.08662066896655166,0.0404510200973577,-0.12707168906390937,-0.04996515509212999,-0.03665551387442167,-0.04984715833687563,0.0,-0.04984715833687563,-0.010927890548642943,-0.03891926778823268,-0.010927890548642943,-0.03891926778823268,-0.04667000886842021,0.0,-0.04667000886842021,-0.010565345129487239,-0.03610466373893297,-0.010565345129487239,-0.03610466373893297,0.8965591415447639,-0.40016772880261053,0,0,1,0,0,0,0,1,0
68,68,1960-09-01,0.4198782961460446,0.03539823008849558,5.4,0.02814206840700557,0.0,0.02814206840700557,0.003336386023311113,0.024805682383694457,0.003336386023311113,0.024805682383694457,0.07777111144442778,0.0,0.07777111144442778,-0.014100352048790484,0.09187146349321826,0.014233035301204537,0.06353807614322324,0.02793983129299758,0.0,0.02793983129299758,0.003321022938007029,0.02461880835499055,0.003321022938007029,0.02461880835499055,0.031167826625531712,0.0,0.031167826625531712,0.003664872223649497,0.027502954401882215,0.003664872223649497,0.027502954401882215,-0.39101037450630677,-1.0459829742959326,0,0,1,0,0,0,0,1,0
69,69,1960-10-01,0.4259634888438134,-0.13675213675213677,3.8,-0.14400829843362678,0.0,-0.14400829843362678,-0.031628582947411395,-0.11237971548621539,-0.031628582947411395,-0.11237971548621539,-0.17215036684063234,0.0,-0.17215036684063234,0.0008562918634286236,-0.17300665870406096,-0.03496496897072251,-0.13718539786990983,-0.14419516956171985,0.0,-0.14419516956171985,-0.03162858004680055,-0.1125665895149193,-0.03162858004680055,-0.1125665895149193,-0.14092077763510702,0.0,-0.14092077763510702,-0.0313060097843529,-0.10961476785075412,-0.0313060097843529,-0.10961476785075412,-1.034795132531842,-1.0459829742959326,0,0,1,0,0,0,0,1,0
70,70,1960-11-01,0.43225152129817446,-0.13861386138613863,2.4,-0.14587002306762864,0.0,-0.14587002306762864,-0.11923454084226534,-0.0266354822253633,-0.11923454084226534,-0.0266354822253633,-0.00186172463400186,0.0,-0.00186172463400186,-0.0028182933128058857,0.0009565686788040257,-0.08760595789485395,0.08574423326085209,-0.14604101601027628,0.0,-0.14604101601027628,-0.11921865975620906,-0.026822356254067217,-0.11921865975620906,-0.026822356254067217,-0.14272161639000658,0.0,-0.14272161639000658,-0.11892140274487781,-0.02380021364512877,-0.11892140274487781,-0.02380021364512877,-1.034795132531842,-1.0459829742959326,0,0,1,0,0,0,0,0,1
71,71,1960-12-01,0.4383367139959432,-0.04597701149425286,2.0,-0.05323317317574287,0.0,-0.05323317317574287,-0.09336251326456961,0.04012934008882674,-0.09336251326456961,0.04012934008882674,0.09263684989188577,0.0,0.09263684989188577,-0.020460997427317794,0.11309784731920355,0.025872027577695723,0.06676482231419004,-0.05338880013247557,0.0,-0.05338880013247557,-0.0933312661925984,0.03994246606012283,-0.0933312661925984,0.03994246606012283,-0.0500287167774584,0.0,-0.0500287167774584,-0.09306175488364608,0.043033038106187686,-0.09306175488364608,0.043033038106187686,-1.034795132531842,-1.0459829742959326,0,0,1,0,0,0,0,1,0
72,72,1961-01-01,0.44462474645030425,0.024096385542168704,2.2,0.016840223860678693,0.0,0.016840223860678693,-0.045453228768752976,0.06229345262943167,-0.045453228768752976,0.06229345262943167,0.07007339703642157,0.0,0.07007339703642157,0.0404510200973577,0.029622376939063867,0.04175883081131097,0.028314566225110603,0.016700475089391424,0.0,0.016700475089391424,-0.04549964746844742,0.06220012255783884,-0.04549964746844742,0.06220012255783884,0.020099597732536154,0.0,0.020099597732536154,-0.04563474448641186,0.06573434221894801,-0.04563474448641186,0.06573434221894801,-1.034795132531842,-1.0459829742959326,0,0,0,1,0,1,0,0,0
73,73,1961-02-01,0.4509127789046653,0.03529411764705881,2.5,0.0280379559655688,0.0,0.0280379559655688,0.023765586344338414,0.004272369621230385,0.023765586344338414,0.004272369621230385,0.011197732104890105,0.0,0.011197732104890105,-0.014100352048790484,0.025298084153680588,0.06921881511309139,-0.05802108300820128,0.027914085379726956,0.0,0.027914085379726956,0.023735045830089403,0.004179039549637553,0.023735045830089403,0.004179039549637553,0.03134916427683659,0.0,0.03134916427683659,0.023579166463807227,0.00776999781302936,0.023579166463807227,0.00776999781302936,-1.034795132531842,-0.40016772880261053,0,0,1,0,0,1,0,0,0
74,74,1961-03-01,0.4565922920892495,0.011363636363636366,2.6,0.004107474682146355,0.0,0.004107474682146355,0.06754400305251901,-0.06343652837037266,0.06754400305251901,-0.06343652837037266,-0.023930481283422442,0.0,-0.023930481283422442,0.0008562918634286236,-0.024786773146851064,0.043778416708180605,-0.06770889799160304,0.00399794568315845,0.0,0.00399794568315845,0.06752795046784694,-0.0635300047846885,0.06752795046784694,-0.0635300047846885,0.00746282328568015,0.0,0.00746282328568015,0.06734994977255175,-0.0598871264868716,0.06734994977255175,-0.0598871264868716,-0.39101037450630677,-1.0459829742959326,1,0,0,0,0,1,0,0,0
75,75,1961-04-01,0.46288032454361056,0.07865168539325837,3.3,0.07139552371176835,0.0,0.07139552371176835,0.05609541716186204,0.015300106549906316,0.05609541716186204,0.015300106549906316,0.067288049029622,0.0,0.067288049029622,-0.0028182933128058857,0.0701063423424279,-0.011448585890656988,0.07873663492027899,0.07130187289822588,0.0,0.07130187289822588,0.05609524276263538,0.015206630135590503,0.05609524276263538,0.015206630135590503,0.07479674611945526,0.0,0.07479674611945526,0.055890090000889674,0.01890665611856559,0.055890090000889674,0.01890665611856559,-1.034795132531842,0.24564751669071144,1,0,0,0,0,0,0,0,1
76,76,1961-05-01,0.4689655172413793,-0.04166666666666663,2.9,-0.048922828348156644,0.0,-0.048922828348156644,0.010035803389079456,-0.0589586317372361,0.010035803389079456,-0.0589586317372361,-0.120318352059925,0.0,-0.120318352059925,-0.020460997427317794,-0.0998573546326072,-0.04605961377278256,-0.07425873828714244,-0.049001113175784185,0.0,-0.049001113175784185,0.010050994975767743,-0.05905210815155193,0.010050994975767743,-0.05905210815155193,-0.045480240027144965,0.0,-0.045480240027144965,0.009816349395558666,-0.05529658942270363,0.009816349395558666,-0.05529658942270363,0.25277438351922854,0.24564751669071144,1,0,0,0,0,0,0,0,1
77,77,1961-06-01,0.47525354969574035,0.15217391304347827,4.3,0.14491775136198826,0.0,0.14491775136198826,0.07584992933910008,0.06906782202288818,0.07584992933910008,0.06906782202288818,0.1938405797101449,0.0,0.1938405797101449,0.0404510200973577,0.1533895596127872,0.06581412595002063,0.12802645376012428,0.14485534471980616,0.0,0.14485534471980616,0.07588099911123379,0.06897434560857237,0.07588099911123379,0.06897434560857237,0.14839992269635766,0.0,0.14839992269635766,0.07561252103595725,0.0727874016604004,0.07561252103595725,0.0727874016604004,0.25277438351922854,0.24564751669071144,0,0,0,1,0,0,0,1,0
78,78,1961-07-01,0.4813387423935091,-0.009433962264150926,4.2,-0.016690123945640935,0.0,-0.016690123945640935,0.0459636826257663,-0.06265380657140723,0.0459636826257663,-0.06265380657140723,-0.16160787530762918,0.0,-0.16160787530762918,-0.014100352048790484,-0.1475075232588387,-0.029886246713333786,-0.1317216285942954,-0.01673716460190812,0.0,-0.01673716460190812,0.046010118383814955,-0.06274728298572307,0.046010118383814955,-0.06274728298572307,-0.013172737576994314,0.0,-0.013172737576994314,0.0457056195421679,-0.058878357119162214,0.0457056195421679,-0.058878357119162214,0.25277438351922854,-0.40016772880261053,0,0,0,1,0,0,0,1,0
